model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.5,False,0.7256000399589538
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.5,False,0.7226000308990479
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.5,False,0.7214000403881073
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.5,False,0.7150000333786011
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.5,False,0.7288000345230102
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.5,False,0.7244000375270844
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.5,False,0.7156000316143036
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.5,False,0.7254000425338745
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.5,False,0.7342000305652618
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.5,False,0.7282000362873078
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.5,False,0.7128000319004059
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.5,False,0.7188000380992889
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.5,False,0.7296000421047211
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.5,False,0.7288000404834747
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.0,False,0.27480001002550125
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.0,False,0.28440001308918
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.0,False,0.2532000124454498
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.0,False,0.25960001051425935
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.0,False,0.7098000347614288
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.0,False,0.7162000238895416
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.0,False,0.6802000224590301
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.0,False,0.6786000370979309
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.0,False,0.7310000360012054
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.0,False,0.734000027179718
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.0,False,0.7182000339031219
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.0,False,0.7264000415802002
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.0,False,0.7306000411510467
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.0,False,0.7338000357151031
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.0,False,0.7314000427722931
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.0,False,0.7342000246047974
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.0,False,0.7296000361442566
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.0,False,0.7300000429153443
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.0,False,0.7386000394821167
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.0,False,0.7332000315189362
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.0,False,0.7252000331878662
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.0,False,0.7226000308990479
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.0,False,0.7350000381469727
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.0,False,0.7316000401973725
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.1,False,0.6136000394821167
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.1,False,0.6118000209331512
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.1,False,0.5256000220775604
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.1,False,0.5260000348091125
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.7288000285625458
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.1,False,0.7256000399589538
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.6972000420093536
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.1,False,0.6970000326633453
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.7302000284194946
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.1,False,0.7284000396728516
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.7288000345230102
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.1,False,0.7300000488758087
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.7318000316619873
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.1,False,0.731600034236908
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.7368000268936157
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.1,False,0.7346000373363495
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.7316000401973725
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.1,False,0.7238000333309174
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.7350000381469727
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.1,False,0.7356000363826751
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.7252000331878662
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.1,False,0.7246000289916992
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.7306000351905823
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.1,False,0.7302000343799591
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.2,False,0.6666000306606292
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.2,False,0.6654000341892242
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.2,False,0.5956000328063965
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.2,False,0.5940000176429748
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.7256000339984894
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.2,False,0.726600033044815
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.7118000328540802
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.2,False,0.7078000366687774
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.7348000347614289
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.2,False,0.7278000354766846
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.7336000323295593
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.2,False,0.727800041437149
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.7274000406265259
