model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.3,False,0.8170000433921814
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.3,False,0.8006000399589539
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.3,False,0.8026000440120697
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.8100000381469726
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.3,False,0.8110000491142273
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.8126000344753266
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.3,False,0.8188000321388245
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8040000319480896
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.3,False,0.8058000385761261
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8212000489234924
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.3,False,0.8172000408172607
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.7940000355243683
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.3,False,0.7922000408172607
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8182000458240509
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.3,False,0.8160000383853913
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.7906000435352325
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.3,False,0.7926000475883483
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8154000341892242
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.3,False,0.8112000465393067
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.789600032567978
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.3,False,0.7936000347137451
