model,dataset,projection,epochs,channels,lr1,lr2,wd1,wd2,edge_drop_rate,feat_mask_rate,val_acc
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.4,0.3,0.9383524258931478
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.4,0.3,0.9378068844477335
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.4,0.4,0.9372613430023193
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.4,0.4,0.9407165050506592
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.4,0.4,0.9379887580871582
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.4,0.4,0.9307146867116293
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.4,0.5,0.942171315352122
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.4,0.5,0.9345335563023885
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.4,0.5,0.939443568388621
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.4,0.5,0.9412620663642883
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.5,0.0,0.717585027217865
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.5,0.0,0.8870703975359598
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.5,0.0,0.6135661204655966
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.5,0.0,0.8065102895100912
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.5,0.1,0.930896540482839
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.5,0.1,0.9303509990374247
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.5,0.1,0.9334424535433451
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.5,0.1,0.9339880148569742
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.5,0.2,0.9339880148569742
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.5,0.2,0.9310783942540487
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.5,0.2,0.9348972837130228
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.5,0.2,0.9328969120979309
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.5,0.3,0.9387161533037821
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.5,0.3,0.9378068844477335
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.5,0.3,0.9287143150965372
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.5,0.3,0.934169868628184
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.5,0.4,0.9336243073145548
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.5,0.4,0.934169868628184
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.5,0.4,0.94017094373703
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.5,0.4,0.9327150583267212
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.5,0.5,0.94017094373703
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.5,0.5,0.9359883666038513
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.5,0.5,0.9378068844477335
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.5,0.5,0.9394435485204061
